DataYear,Testname,TestDate,DistrictNumber,DistrictType,SchoolNumber,DistrictName,SchoolName,Grade,Subject,ReportOrder,ReportCategory,ReportDescription,Filtered,CountTested,CountLevel1,CountLevel2,CountLevel3,CountLevel4,CountLevel5,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentLevel5,AverageScore,AverageScorePrompt1,AverageScorePrompt2,AverageScorePrompt3,AverageScorePrompt4,SchoolClassification,GradeEnrollment,K12Enrollment,FilterThreshold,PublicSchool,index,City,District,School
04-05,MCA,04/18/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,17,3,1,6,6,1,17.65,5.88,35.29,35.29,5.88,1470,NULL,NULL,NULL,NULL,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/18/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,M,12,"Student Stability","Enrolled in Same School On October 1",N,16,3,1,5,6,1,18.75,6.25,31.25,37.5,6.25,1470,NULL,NULL,NULL,NULL,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/18/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,R,1,"All Categories","All Students",N,18,4,6,2,4,2,22.22,33.33,11.11,22.22,11.11,1423.89,NULL,NULL,NULL,NULL,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/18/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,R,4,Race/Ethnicity,3-Hispanic,N,18,4,6,2,4,2,22.22,33.33,11.11,22.22,11.11,1423.89,NULL,NULL,NULL,NULL,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/18/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,R,7,Gender,Male,Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/18/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,R,8,Gender,Female,N,10,3,2,1,2,2,30,20,10,20,20,1449,NULL,NULL,NULL,NULL,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/18/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,R,9,"Special Education","Receiving Special Education Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/18/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,R,10,"Limited English Proficient","Eligible for LEP Services",N,15,4,5,2,4,0,26.67,33.33,13.33,26.67,0,1366,NULL,NULL,NULL,NULL,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/18/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,17,3,6,2,4,2,17.65,35.29,11.76,23.53,11.76,1441.18,NULL,NULL,NULL,NULL,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/18/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,R,12,"Student Stability","Enrolled in Same School On October 1",N,16,3,6,2,3,2,18.75,37.5,12.5,18.75,12.5,1433.75,NULL,NULL,NULL,NULL,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/27/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,W,1,"All Categories","All Students",N,18,3,6,1,7,1,16.67,33.33,5.56,38.89,5.56,NULL,1450,1272,1392.5,1270,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/27/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,W,4,Race/Ethnicity,3-Hispanic,N,18,3,6,1,7,1,16.67,33.33,5.56,38.89,5.56,NULL,1450,1272,1392.5,1270,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/27/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,W,7,Gender,Male,Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/27/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,W,8,Gender,Female,N,10,1,3,1,4,1,10,30,10,40,10,NULL,1403.33,1990,1446.67,1123.33,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/27/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,W,9,"Special Education","Receiving Special Education Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/27/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,W,10,"Limited English Proficient","Eligible for LEP Services",N,15,3,6,1,5,0,20,40,6.67,33.33,0,NULL,1375,1092.5,1392.5,1146.67,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/27/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,W,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,17,2,6,1,7,1,11.76,35.29,5.88,41.18,5.88,NULL,1450,1272,1392.5,1596.67,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/27/2005,4067,7,10,"AURORA CHARTER SCHOOL              ","AURORA CHARTER SCHOOL              ",5,W,12,"Student Stability","Enrolled in Same School On October 1",N,16,2,6,1,6,1,12.5,37.5,6.25,37.5,6.25,NULL,1437.5,1272,1392.5,1596.67,10,17,176,9,Y,194,Minneapolis,"AURORA CHARTER SCHOOL","AURORA CHARTER SCHOOL"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,M,1,"All Categories","All Students",N,23,5,13,2,3,0,21.74,56.52,8.7,13.04,0,1324.78,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,M,3,Race/Ethnicity,"2-Asian / Pacific Islander",Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,M,5,Race/Ethnicity,4-Black,N,22,5,13,1,3,0,22.73,59.09,4.55,13.64,0,1317.73,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,M,7,Gender,Male,Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,M,8,Gender,Female,N,15,2,9,1,3,0,13.33,60,6.67,20,0,1350.67,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,M,9,"Special Education","Receiving Special Education Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,21,5,11,2,3,0,23.81,52.38,9.52,14.29,0,1323.33,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,M,12,"Student Stability","Enrolled in Same School On October 1",N,20,4,11,2,3,0,20,55,10,15,0,1333.5,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,R,1,"All Categories","All Students",N,23,5,8,4,5,1,21.74,34.78,17.39,21.74,4.35,1388.7,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,R,3,Race/Ethnicity,"2-Asian / Pacific Islander",Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,R,5,Race/Ethnicity,4-Black,N,22,5,7,4,5,1,22.73,31.82,18.18,22.73,4.55,1392.73,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,R,7,Gender,Male,Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,R,8,Gender,Female,N,15,3,3,4,4,1,20,20,26.67,26.67,6.67,1436,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,R,9,"Special Education","Receiving Special Education Services",Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,21,5,7,4,4,1,23.81,33.33,19.05,19.05,4.76,1382.38,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",3,R,12,"Student Stability","Enrolled in Same School On October 1",N,20,5,6,4,4,1,25,30,20,20,5,1386,NULL,NULL,NULL,NULL,10,21,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,M,1,"All Categories","All Students",N,20,6,11,1,2,0,30,55,5,10,0,1302.5,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,M,5,Race/Ethnicity,4-Black,N,18,5,11,1,1,0,27.78,61.11,5.56,5.56,0,1301.67,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,M,6,Race/Ethnicity,5-White,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,M,7,Gender,Male,Y,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,M,8,Gender,Female,N,14,5,7,1,1,0,35.71,50,7.14,7.14,0,1295.71,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,18,5,11,1,1,0,27.78,61.11,5.56,5.56,0,1301.67,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,M,12,"Student Stability","Enrolled in Same School On October 1",N,19,5,11,1,2,0,26.32,57.89,5.26,10.53,0,1313.16,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,1,"All Categories","All Students",N,20,5,2,5,8,0,25,10,25,40,0,1405,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,5,Race/Ethnicity,4-Black,N,18,4,2,5,7,0,22.22,11.11,27.78,38.89,0,1412.78,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,6,Race/Ethnicity,5-White,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,7,Gender,Male,Y,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,8,Gender,Female,N,14,3,2,3,6,0,21.43,14.29,21.43,42.86,0,1420.71,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,18,4,2,5,7,0,22.22,11.11,27.78,38.89,0,1412.78,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,12,"Student Stability","Enrolled in Same School On October 1",N,19,4,2,5,8,0,21.05,10.53,26.32,42.11,0,1421.58,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/27/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,1,"All Categories","All Students",N,20,1,6,2,9,2,5,30,10,45,10,NULL,1608,1380,1610,1550,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/27/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,5,Race/Ethnicity,4-Black,N,18,0,6,2,9,1,0,33.33,11.11,50,5.56,NULL,1530,1490,1610,1550,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/27/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,6,Race/Ethnicity,5-White,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/27/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,7,Gender,Male,Y,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/27/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,8,Gender,Female,N,14,0,4,2,7,1,0,28.57,14.29,50,7.14,NULL,1530,1532.5,1566.67,1626.67,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/27/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,18,0,6,2,9,1,0,33.33,11.11,50,5.56,NULL,1530,1490,1610,1550,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/27/2005,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,12,"Student Stability","Enrolled in Same School On October 1",N,19,0,6,2,9,2,0,31.58,10.53,47.37,10.53,NULL,1608,1490,1610,1550,10,19,189,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,1,"All Categories","All Students",N,62,24,25,7,6,0,38.71,40.32,11.29,9.68,0,1243.71,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,54,19,23,6,6,0,35.19,42.59,11.11,11.11,0,1264.63,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,5,Race/Ethnicity,4-Black,Y,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,6,Race/Ethnicity,5-White,Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,7,Gender,Male,N,29,9,13,4,3,0,31.03,44.83,13.79,10.34,0,1249.31,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,8,Gender,Female,N,33,15,12,3,3,0,45.45,36.36,9.09,9.09,0,1238.79,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,9,"Special Education","Receiving Special Education Services",Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,10,"Limited English Proficient","Eligible for LEP Services",N,47,19,18,6,4,0,40.43,38.3,12.77,8.51,0,1250.21,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,53,23,19,5,6,0,43.4,35.85,9.43,11.32,0,1233.77,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,12,"Student Stability","Enrolled in Same School On October 1",N,54,17,24,7,6,0,31.48,44.44,12.96,11.11,0,1268.89,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,1,"All Categories","All Students",N,52,19,17,7,9,0,36.54,32.69,13.46,17.31,0,1316.73,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,44,15,16,5,8,0,34.09,36.36,11.36,18.18,0,1317.73,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,5,Race/Ethnicity,4-Black,Y,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,6,Race/Ethnicity,5-White,Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
04-05,MCA,04/18/2005,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,7,Gender,Male,N,25,11,8,5,1,0,44,32,20,4,0,1277.2,NULL,NULL,NULL,NULL,10,63,459,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
